,JobRole,Skills
638,"Sr. Backend Software Engineer - APIs, Spring Boot, Java","spring boot, Backend, Spring, Java, Software, SR, API, Boot"
639,Software Engineer - Java Spring Boot,"Tomcat, JBoss, RDBMS, MySQL, Javascript, PHP, Application development, Oracle"
640,"Senior Software Engineer, Fullstack","Manual testing, XML, Wordpress, Web development, Javascript, Agile, PHP, JSON"
641,Software Development Engineer 1 (SANSymphony),"c#, c++, git, unit testing, debugging, troubleshooting, agile, communication skills"
642,Senior Software Engineer Java,"angular, junit, written communication, multithreading, wildfly, typescript, apache tomcat, sql"
643,Application Security Software Engineer,"Application Security, Spring Rest, project management, Mockito, Junit, information security, JSON, Spring Data"
644,"Lead Software Engineer - Java, Angular 9+","java mapping, continuous integration, junit, oracle, soa, microsoft azure, collection framework, stream api"
645,Senior Software Engineer - Java + Angular,"Hibernate, Core Java, Tomcat, Backend, GCP, Cloud, Flex, Data structures"
646,SOFTWARE ENGINEER III - Java Full Stack,"Computer science, spring boot, Software design, metadata, Data structures, HTML, Open source, Information technology"
647,"Software Engineer, Java Middleware","Object oriented design, Hibernate, Spring mvc, Analytical, Scrum, test driven development, JSF, Middleware"
648,Software Development Engineer 1 (Swarm),"python, c++, git, software development, writing, debugging, troubleshooting, communication skills"
649,Software engineer - Python,"Front end, Version control, GIT, Postgresql, Django, MySQL, Javascript, HTML"
650,Software Engineer Advanced (Full Stack),"jQuery, Coding, Debugging, Web development, Agile, Healthcare, microsoft, Virtualization"
651,Software Engineer - Full Stack,"C++, Automation, Manager Quality Assurance, Coding, MySQL, Technical leadership, Javascript, Agile"
652,Sr Software Engineer - Dotnet,"jQuery, Web technologies, MySQL, Software development life cycle, ASP.Net, SVN, MVC, ASP.Net MVC"
653,Software Engineer - Java Full Stack,"Analytical skills, spring boot, SQL database, Conflict resolution, Analytical, Consulting, Agile, Siemens"
654,Software Engineer - Java,"Core Java, UML, XML, Analytical, Consulting, Siemens, Agile methodology, javafx"
655,Software Engineer - Mendix - Java,"PLM, Simulation, Coding, Product life cycle management, Cloud, Siemens, Healthcare, Application development"
656,Java - Software Engineer,"Solution architecture, spring boot, Hibernate, Backend, Front end, Supply chain operations, J2Ee, Spring"
657,Software Engineer - Ruby Developer,"Unix, Automation, Linux, Consulting, Integration testing, Siemens, Test cases, Operations"
658,Senior Software Engineer - Fullstack (.net/Angular),"Computer science, Backend, github, Version control, Coding, Debugging, Javascript, Performance appraisal"
659,Sr. Software Engineer- Dot Net Core + Azure,"Azure, Docker, .net Core, Microservices, SQL, Core, DoT, .Net"
660,Senior Software Engineer (Fullstack),"JMS, Hibernate, Core Java, MS SQL, UML, Debugging, Javascript, HTML"
661,Senior Software Engineer - Java,"development, SOA, software, Tools, SQL, Software design, GIT, Coding"
662,Senior Software Engineer - Java,"Hibernate, Automation, jQuery, XML, MySQL, Javascript, HTML, Troubleshooting"
663,Senior Software Engineer- .Net Fullstack,"Unix, Development Manager, RDBMS, Debugging, Javascript, Agile, Data structures, Web designing"
664,Sr. Software Engineer / Sr. Technical Lead,"Core Java, Rest, Sdh, Spring Boot, Dwdm, Kubernetes, Stakeholder Management, Management"
665,Sr. Software Engineer (Java Fullstack),"Data migration, SAP, Data modeling, Database design, Javascript, Data structures, Healthcare, JSON"
666,Sr Backend Software Engineer | Java Developer | Gurgaon,"Java, Team Handling, Hibernate, Spring Boot, Spring, Spring Mvc, OOPS, Object Oriented Programming"
667,Senior Software Engineer Backend Java/ GIS - Digital Farming,"GIS, Geometry, Backend, Java J2Ee Developer, SOC, Monitoring, Remote sensing, CRM"
668,Senior Java Software Engineer,"Automation testing, Backend, NoSQL, Java J2Ee Developer, Agile development, Cloud, Agile, Software development life cycle"
669,Software Engineer/Sr Software Engineer/Tech Lead,"Wireless, SOC, Analytical, Debugging, System integration, Customer support, Firmware, MIPS"
670,Software Development Engineer I,"Backend, Version control, GIT, Coding, Healthcare, Web designing, Unit testing, Analytics"
671,Senior software Engineer (dot net),".net, Aws Lambda, Fullstack Development, Node.Js, Google Cloud Services, React.Js, Cloud, Lambda Expressions"
672,Sr. Software Engineer - Java,"jQuery, Db2, MySQL, Shell scripting, Javascript, Agile, SDLC, Ajax"
673,"Software Engineer - Python, Django","REST API, Django, Python, GIT, Postman Tool, ORM, Linux Platform, Software"
674,Lead Software Engineer (Full Stack),"Hibernate, Front end, SOA, Coding, Javascript, JDBC, HTML, Unit testing"
675,Staff Software Engineer - Fullstack,"System architecture, MySQL, PHP, HTML, Application development, Oracle, Troubleshooting, Open source"
676,FULL STACK -SOFTWARE ENGINEER/DEVELOPER - JAVA,"Backend, Linux, Load testing, JBoss, GCP, Performance testing, Packaging, Metrology"
677,"Software Engineer - Java, AWS","Basic, continuous integration, spring boot, Core Java, Coding, Analytical, Agile development, Cloud"
678,"Lead Software Engineer (C#.NET, Full stack)","Automation, Diagnostics, Agile, Manager Technology, Healthcare, Life sciences, Information technology, Operations"
679,Staff Software Engineer (Full Stack),"Product management, Content management, Web technologies, Architecture, Coding, Project management, Technical leadership, Deployment"
680,"Software Engineer - Java, Angular","c++, software development, software testing, application design, engineering, hibernate, javascript, application development"
681,"Software Engineer-Java, SQL -CHN","rest, technical writing, c++, css, software development, c, framemaker, javascript"
682,"Software Engineer III, Full Stack","Java, Typescript, Javascript, Node.Js, React.Js, Node Js Framework, React Native, Full Stack"
683,Lead Software Engineer - Full Stack Development,"System architecture, Data migration, Coding, Information security, Configuration management, Debugging, Javascript, Troubleshooting"
684,Software Engineer - Java (Tech),"Hibernate, Core Java, jQuery, Eclipse, MySQL, Debugging, Java Software Engineer, Javascript"
685,"Software Engineer- Python, AI/ML","rest, python, software development, natural language processing, aws sagemaker, microsoft azure, aiml, machine learning"
686,Software Engineer - Python/Powershell Developer,"analytics reporting, Manager Quality Assurance, GIT, Powershell, data security, Design development, System design, Business intelligence"
687,Software Engineer - Python & SQL,"Wealth management, Technical design, Market intelligence, ISS, Release management, Analytics, Financial services, SQL"
688,Software Engineer- Java & Angular- Full Stack,"Maven, Front end, GIT, Architecture, MySQL, Javascript, JDBC, HTML"
689,"HCLTech|| Software Engineer ||SAP FICO, SAP MM, SAP SD","SAP SD, SAP MM, SAP FICO, SAP, Software, Software engineering, SD, Saps"
690,Software Engineer - Associate,"Automation, C++, VHDL, Manager Quality Assurance, Digital design, Analytical, Circuit designing, System design"
691,Software Engineer (C-Level Implementation),"Computer science, Product quality, Automation, C++, Linux, Analytical, System design, Healthcare"
692,Software Engineer,"Unix, Automation, C++, VHDL, Simulation, Linux, Verilog, System design"
693,Software Engineer - Back End,"Backend, jQuery, Database design, MySQL, Debugging, PHP, Data structures, Apache"
694,Software Engineer - Associate,"Automation, C++, Siemens, Software Engineer Associate, Design development, System design, Healthcare, Design"
695,"Senior/Lead Software Engineer (Java/Scala, Spark, Python , AWS)","Ci/Cd, Spark, AWS, SQL, Java, SCALA, Devops, Python"
696,"Principal Software Engineer, Java","kubernetes, owasp, hibernate, influxdb, docker, microservices, spring, jms"
697,NET Software Engineer,"angular, react.js, automation, git, entity framework, mongodb, azure cloud, azure devops"
698,Principal Software Engineer-Java,"Java, Data Structures, spring, Springboot Java, Hibernate, System Design, Low Level Design, MySQL"
699,Senior Lead Software Engineer (Java),"Java, JMS, PL/SQL, jQuery, software development, Linux, Oracle Database, HTML5"
700,Java Software Engineer,"Basic, Version control, GIT, Linux, Coding, Agile development, Shell scripting, jenkins"
701,Lead Software Engineer - Java,"Backend, Payment processing, GCP, Process improvement, Diversity and Inclusion, Agile methodology, Open source, Distribution system"
702,Java Software Engineer,"angular, junit, written communication, multithreading, wildfly, typescript, apache tomcat, sql"
703,Java Software Engineer,"spring boot, NoSQL, Coding, Cloud, Agile, Manager Technology, Unit testing, SDLC"
704,Full Stack Software Engineer,"SIDE, Backend, Front end, Django, Database, Python, End, Full Stack"
705,"Lead Software Engineer – Backend (Python, Node.js and Java)TKC","node, python, java, aws cloud, design, programming, javascript, microservices"
706,Lead Software Engineer(Java),"Java, Unix, JMS, Tomcat, Core Java, SOA, Linux, MQ"
707,"Specialist Software Engineer (Dot Net, Azure)","Computer science, Backend, GIT, OWASP, Flex, Customer support, Visual Studio, Unit testing"
708,Lead Software Engineer ( Java Full Stack),"Java, HTML 5, JMS, CSS, REST, Spring MVC, JavaScript, Spring Boot"
709,Trainee Software Engineer - Backend Java,"Automation, development, software, Eclipse, it, Middleware, tools, messaging"
710,Full Stack Software Engineer 3,"HTML, Angular JS, CSS, C++, jQuery, NoSQL, C, Javascript"
711,Software Engineer - C/C++ and/or Core Java,"Unix, C++, Core Java, Version control, GIT, Linux, Shell scripting, Agile"
712,Software Engineer II - Data Application Platform,"Product management, Backend, Prototype, GCP, Software Engineer II, Data processing, Customer support, Monitoring"
713,"Staff Software Engineer, Fullstack, Integrations","Backend, Ticketing, Front end, Debugging, Architectural design, Equity, Workflow, Troubleshooting"
714,Senior Software Engineer ( Fullstack ),"C++, C, C#, TypeScript, Java, Azure, JavaScript, React"
715,Senior Software Engineer - Fullstack (.net/Angular),"Computer science, Backend, github, Version control, Coding, Debugging, Javascript, Performance appraisal"
716,Sr. Software Engineer - Dot Net,"Asp.Net Core Mvc, SQL Server, Restful Web Api Development, Web Api, Xunit, Collaboration, Javascript, E-commerce"
717,Senior Software Engineer - DotNet,".NET, CSS, code reviews, SQL Server, Fullstack, Angular, SDLC, HTML5"
718,Sr Software Engineer- FullStack Ruby,N/A
719,Sr Software Engineer (Fullstack),"Web technologies, Java Servlets, Vue.js, react.js, jQuery, Angular.js, HTMLS, JSP"
720,Software Engineer ( Fullstack ),"Software Engineer (Fullstack), Software, Software engineering, Full Stack"
721,Dot Net - Senior Software Engineer,"Usage, Web technologies, Networking, Compliance, Transmission, Management, Advertising, SQL"
722,Software Engineer - Python / Java Programming,N/A
723,Senior Software Engineer - Azure FullStack,"c#, python, c++, css, software development, software testing, bootstrap, hibernate"
724,Software Engineer / Senior Software Engineer / Technical Lead,"Performance tuning, jQuery, Bfsi, Debugging, Technical Engineer, Javascript, Technical Lead, Stored procedures"
725,Senior Software Engineer (Fullstack),"Supply chain, Performance tuning, Automation, Coding, Postgresql, Javascript, Healthcare, Scrum"
726,Senior Software Engineer - Dot net,"Selection process, Com, c, technical, software, level, Time, Interviewing"
727,Senior Software Engineer - Java,N/A
728,SENIOR SOFTWARE ENGINEER,"jQuery, SSRS, Javascript, .Net, Software Engineer 3, SQL, Crystal Reports, SQL Server"
729,Senior Software Engineer in Test,N/A
730,Dot NET Software Engineers,N/A
731,Software Engineer ( Fullstack . NET ),"Software Engineer (Fullstack .NET), .Net, Software, Software engineering, Full Stack"
732,Senior Software Engineer / Software Engineer (Java),"LDAP, Eclipse, Debugging, Java Software Engineer, Javascript, Software Engineer, JDBC, JSON"
